Dataset Reg ID,Dataset Name,Dataset Description,Dataset Type,Cloud ID,Data Source System,Dataset Layer,Dataset Classification Type,Topic,Topic Category,Business Owner,Technical POC,S3 Bucket/AWS Service,Structured Data,Cloud Database Name,Table Name,File Format,Refresh Type,Refresh Frequency,Dataset Data Retention Period,Attribute Reg ID,Physical Attribute Name,Logical Attribute Name,Technical_metadata_description,Sequence Number,DataType,Length Precision,Scale,Format,Dataset Schema Version,Virtual Folder Name,Profiled Status,Reported Format,Datasource URI,Profiled Attribute Name,Reported Attribute Name,Sequence Field Index,Profiled Data Type,Reported Data Type,Value Count,Min Value,Max Value,Null Count,Density,Date Time Count,Numeric Count,String Count,Boolean Count,Cardinality,Selectivity,Field Level Tag(s),Resource Tag(s),Total Tag Count,Glossary Name,Business Definition,Business Segment,MISMO_Domain_Taxonomy,MISMO_Domain_Business_Concept,ELDM_PrimeBusiness_Concept,MISMO_Attribute_Name
DSET000113,Loan Performance Data,This table provides monthly loan-level credit performance data through the Performance Cutoff Date up to property disposition is reported for all loans included in the performance files,EDL,BPO2235,Loan Performance,S3,External,Freddie Loan Population,Loan Performance Data,toolika@gmail.com,ghi@gmail.com,s3-us-east-1,Structured,freddie_performance_data,fre_performance_data,PARQUET,Snapshot,Quarterly,Not defined,,mnths_to_maturity,Remaining Months to Legal Maturity,"First payment to maturity. For modification, from loan modification to new maturity date",6,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSET000113,Loan Performance Data,This table provides monthly loan-level credit performance data through the Performance Cutoff Date up to property disposition is reported for all loans included in the performance files,EDL,BPO2235,Loan Performance,S3,External,Freddie Loan Population,Loan Performance Data,toolika@gmail.com,ghi@gmail.com,s3-us-east-1,Structured,freddie_performance_data,fre_performance_data,PARQUET,Snapshot,Quarterly,Not defined,,defect_settlement_date,Defect Settlement Date,"Replacement of Repurchase Flag. Month and year during which the defect occurred 
",7,TIMESTAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSET000113,Loan Performance Data,This table provides monthly loan-level credit performance data through the Performance Cutoff Date up to property disposition is reported for all loans included in the performance files,EDL,BPO2235,Loan Performance,S3,External,Freddie Loan Population,Loan Performance Data,toolika@gmail.com,ghi@gmail.com,s3-us-east-1,Structured,freddie_performance_data,fre_performance_data,PARQUET,Snapshot,Quarterly,Not defined,,mod_flag,Modification Flag,"A Y/N flag will be disclosed for every modified loan, to denote if the terms of modification agreement call for note rate to increase over time.",8,VARCHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSET000113,Loan Performance Data,This table provides monthly loan-level credit performance data through the Performance Cutoff Date up to property disposition is reported for all loans included in the performance files,EDL,BPO2235,Loan Performance,S3,External,Freddie Loan Population,Loan Performance Data,toolika@gmail.com,ghi@gmail.com,s3-us-east-1,Structured,freddie_performance_data,fre_performance_data,PARQUET,Snapshot,Quarterly,Not defined,,zb_code,Zero Balance Code,"A code indicating the reason the loan's balance was reduced to zero. 01 = Prepaid or Matured 03 = Foreclosure, 06 = Repurchase prior to property Disposition, 09 = REO Disposition, Space(2)=Not Applicable
",9,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSET000113,Loan Performance Data,This table provides monthly loan-level credit performance data through the Performance Cutoff Date up to property disposition is reported for all loans included in the performance files,EDL,BPO2235,Loan Performance,S3,External,Freddie Loan Population,Loan Performance Data,toolika@gmail.com,ghi@gmail.com,s3-us-east-1,Structured,freddie_performance_data,fre_performance_data,PARQUET,Snapshot,Quarterly,Not defined,,zb_effective_date,Zero Balance Effective Date,Date when loan balance was reduced to zero,10,TIMESTAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSET000113,Loan Performance Data,This table provides monthly loan-level credit performance data through the Performance Cutoff Date up to property disposition is reported for all loans included in the performance files,EDL,BPO2235,Loan Performance,S3,External,Freddie Loan Population,Loan Performance Data,toolika@gmail.com,ghi@gmail.com,s3-us-east-1,Structured,freddie_performance_data,fre_performance_data,PARQUET,Snapshot,Quarterly,Not defined,,curr_int_rate,Current Interest Rate,Interest Rate with monthly performance data reporting period,11,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSET000113,Loan Performance Data,This table provides monthly loan-level credit performance data through the Performance Cutoff Date up to property disposition is reported for all loans included in the performance files,EDL,BPO2235,Loan Performance,S3,External,Freddie Loan Population,Loan Performance Data,toolika@gmail.com,ghi@gmail.com,s3-us-east-1,Structured,freddie_performance_data,fre_performance_data,PARQUET,Snapshot,Quarterly,Not defined,,curr_def_UPB,Current Deferred UPB,The current non-interest bearing UPB of the modified mortgage.,12,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSET000113,Loan Performance Data,This table provides monthly loan-level credit performance data through the Performance Cutoff Date up to property disposition is reported for all loans included in the performance files,EDL,BPO2235,Loan Performance,S3,External,Freddie Loan Population,Loan Performance Data,toolika@gmail.com,ghi@gmail.com,s3-us-east-1,Structured,freddie_performance_data,fre_performance_data,PARQUET,Snapshot,Quarterly,Not defined,,DDLPI_Date,Due Date of Last Paid Installment (DDLPI),"The due date that the loanâ€™s scheduled principal and interest is paid through, regardless of when the installment payment was actually made.",13,TIMESTAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSET000113,Loan Performance Data,This table provides monthly loan-level credit performance data through the Performance Cutoff Date up to property disposition is reported for all loans included in the performance files,EDL,BPO2235,Loan Performance,S3,External,Freddie Loan Population,Loan Performance Data,toolika@gmail.com,ghi@gmail.com,s3-us-east-1,Structured,freddie_performance_data,fre_performance_data,PARQUET,Snapshot,Quarterly,Not defined,,mi_recovery,MI Recoveries, Mortgage Insurance Recoveries are proceeds received by Freddie Mac in the event of credit losses. These proceeds are based on claims under a mortgage insurance policy.,14,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSET000113,Loan Performance Data,This table provides monthly loan-level credit performance data through the Performance Cutoff Date up to property disposition is reported for all loans included in the performance files,EDL,BPO2235,Loan Performance,S3,External,Freddie Loan Population,Loan Performance Data,toolika@gmail.com,ghi@gmail.com,s3-us-east-1,Structured,freddie_performance_data,fre_performance_data,PARQUET,Snapshot,Quarterly,Not defined,,net_sales_proc,Net Sales Proceeds,The amount remitted to Freddie Mac resulting from a property disposition once allowable selling expenses have been deducted from the gross sales proceeds of the property.,15,VARCHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSET000113,Loan Performance Data,This table provides monthly loan-level credit performance data through the Performance Cutoff Date up to property disposition is reported for all loans included in the performance files,EDL,BPO2235,Loan Performance,S3,External,Freddie Loan Population,Loan Performance Data,toolika@gmail.com,ghi@gmail.com,s3-us-east-1,Structured,freddie_performance_data,fre_performance_data,PARQUET,Snapshot,Quarterly,Not defined,,non_mi_recovery,Non MI Recoveries,"Non-MI Recoveries are proceeds received by Freddie Mac in the event of credit losses based on claims under a pool insurance policy, recourse, and indemnifications",16,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSET000113,Loan Performance Data,This table provides monthly loan-level credit performance data through the Performance Cutoff Date up to property disposition is reported for all loans included in the performance files,EDL,BPO2235,Loan Performance,S3,External,Freddie Loan Population,Loan Performance Data,toolika@gmail.com,ghi@gmail.com,s3-us-east-1,Structured,freddie_performance_data,fre_performance_data,PARQUET,Snapshot,Quarterly,Not defined,,gse_costs,Expenses,"Expenses will include allowable expenses that Freddie Mac bears in the process of acquiring, maintaining and or disposing a property (excluding selling expenses, which are excluded from gross sales proceeds to derive net sales proceeds).",17,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSET000113,Loan Performance Data,This table provides monthly loan-level credit performance data through the Performance Cutoff Date up to property disposition is reported for all loans included in the performance files,EDL,BPO2235,Loan Performance,S3,External,Freddie Loan Population,Loan Performance Data,toolika@gmail.com,ghi@gmail.com,s3-us-east-1,Structured,freddie_performance_data,fre_performance_data,PARQUET,Snapshot,Quarterly,Not defined,,legal_cost,Legal Costs,The amount of legal cost associated with the property( not including Net Sale Proceeds),18,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSET000113,Loan Performance Data,This table provides monthly loan-level credit performance data through the Performance Cutoff Date up to property disposition is reported for all loans included in the performance files,EDL,BPO2235,Loan Performance,S3,External,Freddie Loan Population,Loan Performance Data,toolika@gmail.com,ghi@gmail.com,s3-us-east-1,Structured,freddie_performance_data,fre_performance_data,PARQUET,Snapshot,Quarterly,Not defined,,maintanance_cost,Maintenance and Preservation Costs,"The amount of maintenance, preservation, and repair costs, including but not limited to property inspection, homeownerâ€™s association, utilities, and REO management, that is associated with the sale of a property(not including net sale proceed)
",19,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSET000113,Loan Performance Data,This table provides monthly loan-level credit performance data through the Performance Cutoff Date up to property disposition is reported for all loans included in the performance files,EDL,BPO2235,Loan Performance,S3,External,Freddie Loan Population,Loan Performance Data,toolika@gmail.com,ghi@gmail.com,s3-us-east-1,Structured,freddie_performance_data,fre_performance_data,PARQUET,Snapshot,Quarterly,Not defined,,tax_cost,Taxes and Insurance,The amount of taxes and insurance owed that are associated with the sale of a property (but not included in Net Sale Proceeds.,20,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSET000113,Loan Performance Data,This table provides monthly loan-level credit performance data through the Performance Cutoff Date up to property disposition is reported for all loans included in the performance files,EDL,BPO2235,Loan Performance,S3,External,Freddie Loan Population,Loan Performance Data,toolika@gmail.com,ghi@gmail.com,s3-us-east-1,Structured,freddie_performance_data,fre_performance_data,PARQUET,Snapshot,Quarterly,Not defined,,misc_cost,Miscellaneous Expenses,Misc expenses associated with sale of the property,21,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSET000113,Loan Performance Data,This table provides monthly loan-level credit performance data through the Performance Cutoff Date up to property disposition is reported for all loans included in the performance files,EDL,BPO2235,Loan Performance,S3,External,Freddie Loan Population,Loan Performance Data,toolika@gmail.com,ghi@gmail.com,s3-us-east-1,Structured,freddie_performance_data,fre_performance_data,PARQUET,Snapshot,Quarterly,Not defined,,actual_loss,Actual Loss Calculation,"Actual Loss is calculated using the below approach for loans with Zero Balance Codes of 02, 03, 09, and 15:
Actual Loss = (Zero Balance Removal UPB â€“ Net Sale Proceeds) +
Delinquent Accrued Interest - Expenses â€“ MI Recoveries â€“ Non MI
",22,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSET000113,Loan Performance Data,This table provides monthly loan-level credit performance data through the Performance Cutoff Date up to property disposition is reported for all loans included in the performance files,EDL,BPO2235,Loan Performance,S3,External,Freddie Loan Population,Loan Performance Data,toolika@gmail.com,ghi@gmail.com,s3-us-east-1,Structured,freddie_performance_data,fre_performance_data,PARQUET,Snapshot,Quarterly,Not defined,,mod_cost,Modification Cost,"The cumulative modification cost amount calculated when Freddie Mac determines such mortgage loan has experienced a rate modification event or a UPB forbearance.
This amount will be calculated on a monthly basis beginning with the first reporting period a modification event is reported and disclosed in the last performance record.
",23,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSET000113,Loan Performance Data,This table provides monthly loan-level credit performance data through the Performance Cutoff Date up to property disposition is reported for all loans included in the performance files,EDL,BPO2235,Loan Performance,S3,External,Freddie Loan Population,Loan Performance Data,toolika@gmail.com,ghi@gmail.com,s3-us-east-1,Structured,freddie_performance_data,fre_performance_data,PARQUET,Snapshot,Quarterly,Not defined,,step_mod_flag,Step Modification Flag,"A Y/N flag will be disclosed for every modified loan in their current period of modification, to denote if the terms of modification agreement call for note rate to increase over time",24,VARCHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSET000113,Loan Performance Data,This table provides monthly loan-level credit performance data through the Performance Cutoff Date up to property disposition is reported for all loans included in the performance files,EDL,BPO2235,Loan Performance,S3,External,Freddie Loan Population,Loan Performance Data,toolika@gmail.com,ghi@gmail.com,s3-us-east-1,Structured,freddie_performance_data,fre_performance_data,PARQUET,Snapshot,Quarterly,Not defined,,deffered_payment_plan,Deferred Payment Plan,"A flag indicating a loan has been granted a Payment Deferral in the current or prior perio
",25,VARCHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSET000113,Loan Performance Data,This table provides monthly loan-level credit performance data through the Performance Cutoff Date up to property disposition is reported for all loans included in the performance files,EDL,BPO2235,Loan Performance,S3,External,Freddie Loan Population,Loan Performance Data,toolika@gmail.com,ghi@gmail.com,s3-us-east-1,Structured,freddie_performance_data,fre_performance_data,PARQUET,Snapshot,Quarterly,Not defined,,Eltv,Estimated Loan-to-Value (ELTV),"A ratio indicating current LTV based on the estimated current value of the property obtained through Freddie Macâ€™s Automated Valuation Model (AVM)
",26,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSET000113,Loan Performance Data,This table provides monthly loan-level credit performance data through the Performance Cutoff Date up to property disposition is reported for all loans included in the performance files,EDL,BPO2235,Loan Performance,S3,External,Freddie Loan Population,Loan Performance Data,toolika@gmail.com,ghi@gmail.com,s3-us-east-1,Structured,freddie_performance_data,fre_performance_data,PARQUET,Snapshot,Quarterly,Not defined,,zb_removal_upb,Zero Balance Removal UPB,"The amount of total UPB remaining on the loan immediately prior to the application of the Zero Balance Code.
",27,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSET000113,Loan Performance Data,This table provides monthly loan-level credit performance data through the Performance Cutoff Date up to property disposition is reported for all loans included in the performance files,EDL,BPO2235,Loan Performance,S3,External,Freddie Loan Population,Loan Performance Data,toolika@gmail.com,ghi@gmail.com,s3-us-east-1,Structured,freddie_performance_data,fre_performance_data,PARQUET,Snapshot,Quarterly,Not defined,,dlq_acc_interest,Delinquent Accrued Interest,"The amount of delinquent interest owed by the borrower at the time of default. This field will only be populated for Zero Balance Codes 02, 03, 09, & 15.
",28,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSET000113,Loan Performance Data,This table provides monthly loan-level credit performance data through the Performance Cutoff Date up to property disposition is reported for all loans included in the performance files,EDL,BPO2235,Loan Performance,S3,External,Freddie Loan Population,Loan Performance Data,toolika@gmail.com,ghi@gmail.com,s3-us-east-1,Structured,freddie_performance_data,fre_performance_data,PARQUET,Snapshot,Quarterly,Not defined,,dlq_disaster,Delinquency Due to Disaster,A fly indicating that servicer has reported disaster related hardships as defined in Freddie Macâ€™s Seller/Servicer Guide,29,VARCHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSET000113,Loan Performance Data,This table provides monthly loan-level credit performance data through the Performance Cutoff Date up to property disposition is reported for all loans included in the performance files,EDL,BPO2235,Loan Performance,S3,External,Freddie Loan Population,Loan Performance Data,toolika@gmail.com,ghi@gmail.com,s3-us-east-1,Structured,freddie_performance_data,fre_performance_data,PARQUET,Snapshot,Quarterly,Not defined,,borrower_ass_status_code,Borrower Assistance Status Code,"Regardless of delinquency status, the type of assistance plan that the borrower is enrolled in that provides temporary mortgage payment relief or an opportunity to cure a mortgage delinquency over a defined period.
",30,VARCHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSET000113,Loan Performance Data,This table provides monthly loan-level credit performance data through the Performance Cutoff Date up to property disposition is reported for all loans included in the performance files,EDL,BPO2235,Loan Performance,S3,External,Freddie Loan Population,Loan Performance Data,toolika@gmail.com,ghi@gmail.com,s3-us-east-1,Structured,freddie_performance_data,fre_performance_data,PARQUET,Snapshot,Quarterly,Not defined,,curr_mod_cost,Current Month Modification Cost,"The current month modification cost amount calculated when Freddie Mac determines such mortgage loan has experienced a rate modification, principal forbearance, or Payment Deferral. This amount will be calculated on a monthly basis beginning with the first reporting period such modification event is reported and disclosed until the last performance record.
",31,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSET000113,Loan Performance Data,This table provides monthly loan-level credit performance data through the Performance Cutoff Date up to property disposition is reported for all loans included in the performance files,EDL,BPO2235,Loan Performance,S3,External,Freddie Loan Population,Loan Performance Data,toolika@gmail.com,ghi@gmail.com,s3-us-east-1,Structured,freddie_performance_data,fre_performance_data,PARQUET,Snapshot,Quarterly,Not defined,,int_upb,Interest Bearing UPB,The current interest bearing UPB of the modified mortgage,32,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,ref_pool_id,ref pool id,A unique identifier for the reference pool.,1,ALPHA-NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,ref_pool_id,ref_pool_id,1,STRING,Varchar(150),0,,,9500,0,0,0,0,0,0,0,,,,,,,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,989705190,fnma_ln,fnma ln,A unique identifier for the mortgage loan.,2,ALPHA-NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,fnma_ln,fnma_ln,2,Numeric (22),Numeric (22),9500,97473062,1.00056E+11,0,1,0,9500,0,0,662,0.069684211,,,,Fannie Mae Loan Identifier,A unique identifier assigned by Fannie Mae which is associated with a loan secured by a property.,Loan Delivery,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,mthy_rpt_per,mthy rpt per,The month and year that pertains to the servicer’s cut-off period for mortgage loan information.,3,DATE,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,mthy_rpt_per,mthy_rpt_per,3,Numeric (22),Numeric (22),9500,12019,122022,0,1,0,9500,0,0,57,0.006,,,,,,,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,989726098,channel,channel,The origination channel used by the party that delivered the loan to the issuer.,4,ALPHA-NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,channel,channel,4,STRING,Varchar(10),9500,B,R,0,1,0,0,9500,0,3,0.000315789,,,,Party Communication Channel Type,A code indicating the mode of communication with the party,Multi Family Segment,DEAL/SERVICE/CREDIT/CREDIT_RESPONSE/CREDIT_FILE/PARTY/ROLE/LOAN_ORIGINATOR,LOAN_ORIGINATOR,BC_000_000829,LoanOriginatorType
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,989705278,seller_name,seller name,The name of the entity that delivered the mortgage loan to Fannie Mae.,5,ALPHA-NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,seller_name,seller_name,5,STRING,Varchar(150),9500,AmeriHome Mortgage Company,Wells Fargo Bank,0,1,0,0,9500,0,45,0.004736842,,,,Legal Entity Full Name,"The full, unparsed, name of a Party or Borrower, when either is identified as a Legal Entity.",Loan Delivery,DEAL/ASSET/ASSET_HOLDER/NAME,NAME,BC_000_000924,FullName
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,servicer_name,servicer name,The name of the entity that serves as the primary servicer of the mortgage loan.,6,ALPHA-NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,servicer_name,servicer_name,6,STRING,Varchar(150),9400, LLC dba United Wholesale Mortgage,Wells Fargo Bank,100,0.989473684,0,0,9400,0,54,0.005744681,,,,,,,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,master_servicer,master servicer,Fannie Mae,7,ALPHA-NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,master_servicer,master_servicer,7,STRING,Varchar(150),0,,,9500,0,0,0,0,0,0,0,,,,,,,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,orig_int_rate,orig int rate,The original interest rate on a mortgage loan as identified in the original mortgage note.,8,NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,orig_int_rate,orig_int_rate,8,Numeric(5.2),Numeric(5.2),9499,1.99,8.125,1,0.999894737,0,9499,0,0,87,0.009158859,,,,,,,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,989724187,curr_int_rate,curr int rate,The rate of interest in effect for the periodic installment due.,9,NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,curr_int_rate,curr_int_rate,9,Numeric(5.2),Numeric(5.2),9398,1.99,8.125,102,0.989263158,0,9398,0,0,87,0.009257289,,,,Loan Current Interest Rate Percent,The current interest rate of the mortgage loan.,Multi Family Segment,DEAL/SERVICE/AUTOMATED_UNDERWRITING_SYSTEM/AUTOMATED_UNDERWRITING_SYSTEM_RESPONSE/LOAN/LOAN_DETAIL,LOAN_DETAIL,BC_000_000820,CurrentInterestRatePercent
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,989705300,orig_upb,orig upb,The dollar amount of the loan as stated on the note at the time the loan was originated.,10,NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,orig_upb,orig_upb,10,"Numeric (22,4)","Numeric (22,4)",9499,44000,1081000,1,0.999894737,0,9499,0,0,377,0.039688388,,,,Loan Actual UPB Amount,The dollar amount of the Unpaid Principal Balance of the loan at any given time period.,Loan Delivery,DEAL/LOAN/SERVICING/SERVICING_DETAIL,SERVICING_DETAIL,BC_000_001295,LoanAcquisitionActualUPBAmount
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,989705300,upb_at_issuance,upb at issuance,The unpaid principal balance of the loan as of the cut-off date of the reference pool.,11,NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,upb_at_issuance,upb_at_issuance,11,"Numeric (22,4)","Numeric (22,4)",1,204000,204000,9499,0.000105263,0,1,0,0,1,1,,,,Loan Actual UPB Amount,The dollar amount of the Unpaid Principal Balance of the loan at any given time period.,Loan Delivery,DEAL/LOAN/SERVICING/SERVICING_DETAIL,SERVICING_DETAIL,BC_000_001295,LoanAcquisitionActualUPBAmount
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,989705300,curr_upb,curr upb,"The current actual outstanding unpaid principal balance of a mortgage loan, reflective of payments actually received from the related borrower.",12,NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,curr_upb,curr_upb,12,"Numeric (22,4)","Numeric (22,4)",9499,0,1081000,1,0.999894737,0,9499,0,0,6310,0.664280451,,,,Loan Actual UPB Amount,The dollar amount of the Unpaid Principal Balance of the loan at any given time period.,Loan Delivery,DEAL/LOAN/SERVICING/SERVICING_DETAIL,SERVICING_DETAIL,BC_000_001295,LoanAcquisitionActualUPBAmount
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,orig_term,orig term,"For fixed-rate, adjustable-rate and Interest-only mortgages, the number of months in which regularly scheduled borrower payments are due at the time the loan was originated.",13,NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,orig_term,orig_term,13,Integer,Integer,9500,0,360,0,1,0,9500,0,0,10,0.001052632,,,,,,,,,,
